"Coche: TODOS Servicio/Turno 99999  Desde: 16-01-2018 00:00 Hasta: 16-01-2018 22:01 Coche: "
Seccion-Origen;Transaccion;"Tipo Transaccion";"Fecha y hora";Comprobante;Importe;Copia;Destino-Boleto;"Posicion GPS";"Estado GPS";Serie;Equipo;Coche;"Fecha y hora servicio";"Destino servicio";"Cod servicio";Ida/Vuelta;Chofer;Guarda;"Compr./Reporte tipo";"Resp. impresion"
"Cnia Caroya (14)";"Control de Paso";" CC21 ";"2018-01-16 22:01:52";;;0;"SIN DEF ";"-31 01,6758 -64 03,2383";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 22:01:16";;;0;"SIN DEF ";"-31 01,5199 -64 03,4197";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC19 ";"2018-01-16 22:00:42";;;0;"SIN DEF ";"-31 01,4294 -64 03,5233";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 22:00:11";;;0;"SIN DEF ";"-31 01,3518 -64 03,6188";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Falta Papel o Apert.";"  ";"2018-01-16 21:59:09";;;0;"SIN DEF ";"-31 01,2413 -64 03,7445";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 21:58:18";;;0;"SIN DEF ";"-31 01,2209 -64 03,7685";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 21:57:18";;;0;"SIN DEF ";"-31 01,0630 -64 03,9563";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 21:56:51";;;0;"SIN DEF ";"-31 00,9500 -64 04,0851";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 21:55:32";;;0;"SIN DEF ";"-31 00,8009 -64 04,2582";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 21:54:45";;;0;"SIN DEF ";"-31 00,6631 -64 04,4229";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 21:54:01";;;0;"SIN DEF ";"-31 00,5123 -64 04,5977";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 21:52:04";;;0;"SIN DEF ";"-31 00,3687 -64 04,7663";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 21:52:04";;;0;"SIN DEF ";"-31 00,2287 -64 04,9277";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:52:00";1901-134596;$17,00;0;"Cnia Caroya ";"-31 00,2187 -64 04,9407";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 21:50:33";;;0;"SIN DEF ";"-31 00,1093 -64 05,0647";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 21:49:40";;;0;"SIN DEF ";"-30 59,9559 -64 05,2465";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 21:48:19";;;0;"SIN DEF ";"-30 59,8196 -64 05,4031";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:47:22";1901-134595;$17,00;0;"Cnia Caroya ";"-30 59,6861 -64 05,5676";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 21:47:08";;;0;"SIN DEF ";"-30 59,6755 -64 05,5745";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:46:29";1901-134594;$17,00;0;"Cnia Caroya ";"-30 59,5323 -64 05,7438";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:46:10";1901-134593;$17,00;0;"Cnia Caroya ";"-30 59,5322 -64 05,7447";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 21:46:06";;;0;"SIN DEF ";"-30 59,5317 -64 05,7466";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Cnia Caroya (14)";"Cambio Localidad GPS";"  ";"2018-01-16 21:45:51";;;0;"SIN DEF ";"-30 59,5007 -64 05,7828";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 21:44:23";;;0;"SIN DEF ";"-30 59,3800 -64 05,9217";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";"Control de Paso";" CC03 ";"2018-01-16 21:43:59";;;0;"SIN DEF ";"-30 59,3189 -64 05,9503";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:43:03";1901-134592;$17,00;0;"Cnia Caroya ";"-30 59,1127 -64 05,8488";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:42:54";1901-134591;$17,00;0;"Cnia Caroya ";"-30 59,1127 -64 05,8487";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:42:47";1901-134590;$17,00;0;"Cnia Caroya ";"-30 59,1126 -64 05,8487";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 21:40:16";;;0;"SIN DEF ";"-30 58,8423 -64 05,7056";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:39:14";1901-134589;$17,00;0;"Cnia Caroya ";"-30 58,8229 -64 05,6557";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:39:02";1901-134588;$17,00;0;"Cnia Caroya ";"-30 58,8161 -64 05,6595";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:53";1901-134587;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:42";1901-134586;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:35";1901-134585;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:28";1901-134584;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:13";1901-134583;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:10";1901-134582;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:21";1901-134581;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:08";1901-134580;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:37:01";1901-134579;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:56";1901-134578;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:46";1901-134577;$17,00;0;"Cnia Caroya ";"-30 58,8128 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:36";1901-134576;$17,00;0;"Cnia Caroya ";"-30 58,8129 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:33";1901-134575;$17,00;0;"Cnia Caroya ";"-30 58,8129 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:32";1901-134574;$17,00;0;"Cnia Caroya ";"-30 58,8130 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:36:22";1901-134573;$17,00;0;"Cnia Caroya ";"-30 58,8130 -64 05,6605";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:57";1901-134572;$17,00;0;"Cnia Caroya ";"-30 58,8131 -64 05,6604";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:56";1901-134571;$17,00;0;"Cnia Caroya ";"-30 58,8131 -64 05,6603";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:07";1901-134570;$17,00;0;"Cnia Caroya ";"-30 58,8131 -64 05,6603";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:11";1901-134569;$17,00;0;"Cnia Caroya ";"-30 58,8133 -64 05,6602";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:10";1901-134568;$17,00;0;"Cnia Caroya ";"-30 58,8133 -64 05,6602";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:07";1901-134567;$17,00;0;"Cnia Caroya ";"-30 58,8133 -64 05,6601";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:35:07";1901-134566;$17,00;0;"Cnia Caroya ";"-30 58,8133 -64 05,6601";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 21:34:47";1901-134565;$17,00;0;"Cnia Caroya ";"-30 58,8134 -64 05,6601";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 21:27:39";;;0;"SIN DEF ";"-30 58,8126 -64 05,6548";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";"Servicio Entrante";"  ";"2018-01-16 21:27:18";;;0;"SIN DEF ";"-30 58,8010 -64 05,6429";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;;
"Jesus Maria (13)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 21:27:18";;;0;"SIN DEF ";"-30 58,8010 -64 05,6429";A;2183;1900;5103;2018-01-16-21:40:00;"Cnia Caroya (14)";8196;I;35;;1;
"Jesus Maria (13)";"Servicio Saliente";"  ";"2018-01-16 21:27:18";;;0;"SIN DEF ";"-30 58,8010 -64 05,6429";A;2183;1900;5103;2018-01-16-20:55:00;"Cnia Caroya (14)";8195;V;35;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 21:27:02";;;0;"SIN DEF ";"-30 58,7802 -64 05,6554";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 21:26:35";;;0;"SIN DEF ";"-30 58,8269 -64 05,6883";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Control de Paso";" CC01 ";"2018-01-16 21:25:14";;;0;"SIN DEF ";"-30 58,9680 -64 05,7604";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Control de Paso";" CC02 ";"2018-01-16 21:23:55";;;0;"SIN DEF ";"-30 59,1424 -64 05,8485";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Control de Paso";" CC03 ";"2018-01-16 21:23:15";;;0;"SIN DEF ";"-30 59,3245 -64 05,9449";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 21:22:56";;;0;"SIN DEF ";"-30 59,3830 -64 05,9167";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Jesus Maria (13)";"Cambio Localidad GPS";"  ";"2018-01-16 21:21:33";;;0;"SIN DEF ";"-30 59,4870 -64 05,7928";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 21:21:14";;;0;"SIN DEF ";"-30 59,5339 -64 05,7370";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 21:20:22";;;0;"SIN DEF ";"-30 59,6790 -64 05,5686";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 21:18:58";;;0;"SIN DEF ";"-30 59,8265 -64 05,3991";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:18:30";1901-134564;$17,00;0;"Jesus Maria ";"-30 59,9460 -64 05,2573";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 21:18:22";;;0;"SIN DEF ";"-30 59,9612 -64 05,2373";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:18:06";1901-134563;$17,00;0;"Jesus Maria ";"-30 59,9624 -64 05,2361";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:18:06";1901-134562;$17,00;0;"Jesus Maria ";"-30 59,9624 -64 05,2361";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 21:17:15";;;0;"SIN DEF ";"-31 00,1051 -64 05,0684";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:16:39";1901-134561;$17,00;0;"Jesus Maria ";"-31 00,2281 -64 04,9248";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 21:16:28";;;0;"SIN DEF ";"-31 00,2304 -64 04,9220";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:14:57";1901-134560;$17,00;0;"Jesus Maria ";"-31 00,3710 -64 04,7605";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 21:14:46";;;0;"SIN DEF ";"-31 00,3716 -64 04,7566";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 21:14:09";;;0;"SIN DEF ";"-31 00,5120 -64 04,5916";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:13:20";1901-134559;$17,00;0;"Jesus Maria ";"-31 00,6579 -64 04,4201";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 21:13:01";;;0;"SIN DEF ";"-31 00,6618 -64 04,4156";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:11:05";1901-134558;$17,00;0;"Jesus Maria ";"-31 00,8002 -64 04,2556";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:11:38";1901-134557;$17,00;0;"Jesus Maria ";"-31 00,7995 -64 04,2558";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 21:11:33";;;0;"SIN DEF ";"-31 00,8043 -64 04,2505";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 21:10:54";;;0;"SIN DEF ";"-31 00,9617 -64 04,0683";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:10:43";1901-134556;$17,00;0;"Jesus Maria ";"-31 00,9983 -64 04,0226";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:10:11";1901-134555;$17,00;0;"Jesus Maria ";"-31 01,0535 -64 03,9585";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 21:10:06";;;0;"SIN DEF ";"-31 01,0633 -64 03,9504";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:09:04";1901-134554;$17,00;0;"Jesus Maria ";"-31 01,1842 -64 03,8077";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:08:54";1901-134553;$17,00;0;"Jesus Maria ";"-31 01,1842 -64 03,8077";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:08:47";1901-134552;$17,00;0;"Jesus Maria ";"-31 01,1842 -64 03,8077";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:08:37";1901-134551;$17,00;0;"Jesus Maria ";"-31 01,1842 -64 03,8077";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:08:41";1901-134550;$68,00;0;"Cordoba ";"-31 01,1842 -64 03,8077";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:08:32";1901-134549;$17,00;0;"Jesus Maria ";"-31 01,1842 -64 03,8073";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 21:07:40";;;0;"SIN DEF ";"-31 01,2232 -64 03,7647";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 21:06:24";;;0;"SIN DEF ";"-31 01,3554 -64 03,6106";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 21:05:47";;;0;"SIN DEF ";"-31 01,5180 -64 03,4203";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC21 ";"2018-01-16 21:05:18";;;0;"SIN DEF ";"-31 01,6752 -64 03,2360";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 21:04:48";;;0;"SIN DEF ";"-31 01,9138 -64 02,9566";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC23 ";"2018-01-16 21:04:19";;;0;"SIN DEF ";"-31 02,1185 -64 02,7167";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 21:03:19";;;0;"SIN DEF ";"-31 02,5117 -64 02,2558";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 21:02:18";1901-134548;$17,00;0;"Jesus Maria ";"-31 02,7113 -64 02,0249";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 21:02:17";;;0;"SIN DEF ";"-31 02,7118 -64 02,0242";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Salida de Terminal";"  ";"2018-01-16 21:01:33";;;0;"SIN DEF ";"-31 02,8865 -64 01,8187";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 21:01:31";;;0;"SIN DEF ";"-31 02,8994 -64 01,8034";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Entrada a Terminal";"  ";"2018-01-16 21:00:37";;;0;"SIN DEF ";"-31 02,9265 -64 01,7754";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 21:00:13";;;0;"SIN DEF ";"-31 02,9019 -64 01,8057";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Servicio Entrante";"  ";"2018-01-16 21:00:05";;;0;"SIN DEF ";"-31 02,8721 -64 01,8393";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;;
"Cnia Caroya (14)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 21:00:05";;;0;"SIN DEF ";"-31 02,8721 -64 01,8393";A;2183;1900;5103;2018-01-16-20:55:00;"Jesus Maria (13)";8195;V;35;;1;
"Cnia Caroya (14)";"Servicio Saliente";"  ";"2018-01-16 21:00:05";;;0;"SIN DEF ";"-31 02,8721 -64 01,8393";A;2183;1900;5103;2018-01-16-20:30:00;"Jesus Maria (13)";8194;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 20:59:06";;;0;"SIN DEF ";"-31 02,7080 -64 02,0332";A;2183;1900;5103;2018-01-16-20:30:00;"Cnia Caroya (14)";8194;I;35;;;
"Cnia Caroya (14)";"Control de Paso";" X019 ";"2018-01-16 20:58:11";;;0;"SIN DEF ";"-31 02,4101 -64 02,3760";A;2183;1900;5103;2018-01-16-20:30:00;"Cnia Caroya (14)";8194;I;35;;;
