"Coche: TODOS Servicio/Turno 99999  Desde: 16-01-2018 00:00 Hasta: 16-01-2018 22:01 Coche: "
Seccion-Origen;Transaccion;"Tipo Transaccion";"Fecha y hora";Comprobante;Importe;Copia;Destino-Boleto;"Posicion GPS";"Estado GPS";Serie;Equipo;Coche;"Fecha y hora servicio";"Destino servicio";"Cod servicio";Ida/Vuelta;Chofer;Guarda;"Compr./Reporte tipo";"Resp. impresion"
"Cnia Caroya (14)";"Control de Paso";" CC19 ";"2018-01-16 11:25:37";;;0;"SIN DEF ";"-31 01,4304 -64 03,5223";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 11:25:18";;;0;"SIN DEF ";"-31 01,3496 -64 03,6182";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:24:09";1901-134294;$17,00;0;"Cnia Caroya ";"-31 01,2360 -64 03,7580";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 11:23:47";;;0;"SIN DEF ";"-31 01,2222 -64 03,7668";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 11:23:00";;;0;"SIN DEF ";"-31 01,0627 -64 03,9515";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 11:22:37";;;0;"SIN DEF ";"-31 00,9506 -64 04,0809";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 11:22:15";;;0;"SIN DEF ";"-31 00,8052 -64 04,2514";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 11:21:30";;;0;"SIN DEF ";"-31 00,6652 -64 04,4222";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 11:20:22";;;0;"SIN DEF ";"-31 00,5135 -64 04,5954";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 11:19:33";;;0;"SIN DEF ";"-31 00,3688 -64 04,7650";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 11:18:39";;;0;"SIN DEF ";"-31 00,2294 -64 04,9311";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:18:07";1901-134293;$17,00;0;"Cnia Caroya ";"-31 00,2284 -64 04,9322";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 11:17:12";;;0;"SIN DEF ";"-31 00,1109 -64 05,0620";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 11:16:16";;;0;"SIN DEF ";"-30 59,9601 -64 05,2388";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 11:14:33";;;0;"SIN DEF ";"-30 59,8227 -64 05,3998";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:13:39";1901-134292;$17,00;0;"Cnia Caroya ";"-30 59,6893 -64 05,5651";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 11:13:31";;;0;"SIN DEF ";"-30 59,6752 -64 05,5756";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:12:39";1901-134291;$17,00;0;"Cnia Caroya ";"-30 59,5351 -64 05,7444";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:12:31";1901-134290;$17,00;0;"Cnia Caroya ";"-30 59,5351 -64 05,7444";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 11:12:12";1901-134289;$17,00;0;"Cnia Caroya ";"-30 59,5351 -64 05,7444";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 11:12:04";;;0;"SIN DEF ";"-30 59,5314 -64 05,7466";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Cnia Caroya (14)";"Cambio Localidad GPS";"  ";"2018-01-16 11:11:52";;;0;"SIN DEF ";"-30 59,4996 -64 05,7817";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 11:10:17";;;0;"SIN DEF ";"-30 59,3827 -64 05,9211";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 11:06:55";;;0;"SIN DEF ";"-30 58,8410 -64 05,7057";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:05:17";1901-134288;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6593";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:05:07";1901-134287;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:59";1901-134286;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:45";1901-134285;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:39";1901-134284;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:25";1901-134283;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:14";1901-134282;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:47";1901-134281;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:04:47";1901-134280;$17,00;0;"Cnia Caroya ";"-30 58,8121 -64 05,6594";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:02:13";1901-134279;$17,00;0;"Cnia Caroya ";"-30 58,8119 -64 05,6591";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:02:04";1901-134278;$17,00;0;"Cnia Caroya ";"-30 58,8119 -64 05,6591";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";Venta;"EFECTIVO  ";"2018-01-16 11:01:56";1901-134277;$17,00;0;"Cnia Caroya ";"-30 58,8119 -64 05,6591";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";"Servicio Entrante";"  ";"2018-01-16 11:01:16";;;0;"SIN DEF ";"-30 58,8120 -64 05,6592";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;;
"Jesus Maria (13)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 11:01:16";;;0;"SIN DEF ";"-30 58,8120 -64 05,6592";A;2183;1900;5103;2018-01-16-11:15:00;"Cnia Caroya (14)";8178;I;334;;1;
"Jesus Maria (13)";"Servicio Saliente";"  ";"2018-01-16 11:01:16";;;0;"SIN DEF ";"-30 58,8120 -64 05,6592";A;2183;1900;5103;2018-01-16-10:35:00;"Cnia Caroya (14)";8177;V;334;;;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 11:00:48";;;0;"SIN DEF ";"-30 58,8038 -64 05,6451";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 11:00:37";;;0;"SIN DEF ";"-30 58,7824 -64 05,6533";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Entrada a Terminal";"  ";"2018-01-16 11:00:12";;;0;"SIN DEF ";"-30 58,8265 -64 05,6882";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Control de Paso";" CC01 ";"2018-01-16 10:59:22";;;0;"SIN DEF ";"-30 58,9706 -64 05,7641";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Control de Paso";" CC02 ";"2018-01-16 10:58:33";;;0;"SIN DEF ";"-30 59,1469 -64 05,8527";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Control de Paso";" CC03 ";"2018-01-16 10:57:52";;;0;"SIN DEF ";"-30 59,3240 -64 05,9440";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 10:57:27";;;0;"SIN DEF ";"-30 59,3868 -64 05,9150";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Jesus Maria (13)";"Cambio Localidad GPS";"  ";"2018-01-16 10:56:30";;;0;"SIN DEF ";"-30 59,4866 -64 05,7894";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 10:55:43";;;0;"SIN DEF ";"-30 59,5306 -64 05,7367";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:54:48";1901-134276;$17,00;0;"Jesus Maria ";"-30 59,6769 -64 05,5681";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:54:48";1901-134275;$17,00;0;"Jesus Maria ";"-30 59,6769 -64 05,5681";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 10:54:37";;;0;"SIN DEF ";"-30 59,6780 -64 05,5663";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 10:53:23";;;0;"SIN DEF ";"-30 59,8249 -64 05,3993";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:52:38";1901-134274;$17,00;0;"Jesus Maria ";"-30 59,9505 -64 05,2488";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:52:36";1901-134273;$17,00;0;"Jesus Maria ";"-30 59,9506 -64 05,2487";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Comando Web";"  ";"2018-01-16 10:52:13";;;0;"SIN DEF ";"-30 59,9527 -64 05,2453";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 10:52:08";;;0;"SIN DEF ";"-30 59,9590 -64 05,2380";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:51:43";1901-134272;$17,00;0;"Jesus Maria ";"-30 59,9614 -64 05,2339";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:51:34";1901-134271;$17,00;0;"Jesus Maria ";"-30 59,9615 -64 05,2336";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:51:34";1901-134270;$17,00;0;"Jesus Maria ";"-30 59,9615 -64 05,2336";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 10:50:47";;;0;"SIN DEF ";"-31 00,1112 -64 05,0656";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:50:12";1901-134269;$17,00;0;"Jesus Maria ";"-31 00,2176 -64 04,9367";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 10:49:48";;;0;"SIN DEF ";"-31 00,2278 -64 04,9240";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"PASE DISCPC  ";"2018-01-16 10:49:00";1907-8666;;0;"Jesus Maria ";"-31 00,3578 -64 04,7762";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;25;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 10:48:42";;;0;"SIN DEF ";"-31 00,3706 -64 04,7582";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:48:23";1901-134268;$17,00;0;"Jesus Maria ";"-31 00,3719 -64 04,7536";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 10:47:18";;;0;"SIN DEF ";"-31 00,5199 -64 04,5920";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:45:48";1901-134267;$17,00;0;"Jesus Maria ";"-31 00,8267 -64 04,2614";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:45:41";1901-134266;$17,00;0;"Jesus Maria ";"-31 00,8267 -64 04,2614";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:45:35";1901-134265;$17,00;0;"Jesus Maria ";"-31 00,8267 -64 04,2614";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:45:12";1901-134264;$17,00;0;"Jesus Maria ";"-31 00,8267 -64 04,2615";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:44:25";1901-134263;$17,00;0;"Jesus Maria ";"-31 00,9955 -64 04,0745";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:43:35";1901-134262;$17,00;0;"Jesus Maria ";"-31 01,0849 -64 03,9741";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:43:12";1901-134261;$17,00;0;"Jesus Maria ";"-31 01,0849 -64 03,9741";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:43:00";1901-134260;$17,00;0;"Jesus Maria ";"-31 01,0851 -64 03,9740";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:41:45";1901-134259;$17,00;0;"Jesus Maria ";"-31 01,2188 -64 03,8198";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:41:41";1901-134258;$17,00;0;"Jesus Maria ";"-31 01,2189 -64 03,8200";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:41:17";1901-134257;$17,00;0;"Jesus Maria ";"-31 01,2189 -64 03,8200";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:38:41";1901-134256;$17,00;0;"Jesus Maria ";"-31 01,3898 -64 03,6283";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Control de Paso";" X019 ";"2018-01-16 10:34:54";;;0;"SIN DEF ";"-31 02,4103 -64 02,3781";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 10:34:32";;;0;"SIN DEF ";"-31 02,5127 -64 02,2528";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 10:33:49";;;0;"SIN DEF ";"-31 02,7048 -64 02,0280";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Salida de Terminal";"  ";"2018-01-16 10:29:38";;;0;"SIN DEF ";"-31 02,9028 -64 01,8011";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC27 ";"2018-01-16 10:29:38";;;0;"SIN DEF ";"-31 02,9028 -64 01,8011";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Servicio Entrante";"  ";"2018-01-16 10:18:12";;;0;"SIN DEF ";"-31 02,9865 -64 01,6788";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;;
"Cnia Caroya (14)";"Vuelta/Cbio Sentido";"Manual  ";"2018-01-16 10:18:12";;;0;"SIN DEF ";"-31 02,9865 -64 01,6788";A;2183;1900;5103;2018-01-16-10:35:00;"Jesus Maria (13)";8177;V;334;;1;
"Cnia Caroya (14)";"Servicio Saliente";"  ";"2018-01-16 10:18:12";;;0;"SIN DEF ";"-31 02,9865 -64 01,6788";A;2183;1900;5103;2018-01-16-10:10:00;"Jesus Maria (13)";8176;I;334;;;
"Cnia Caroya (14)";"Entrada a Terminal";"  ";"2018-01-16 10:17:36";;;0;"SIN DEF ";"-31 02,9272 -64 01,7756";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC26 ";"2018-01-16 10:17:04";;;0;"SIN DEF ";"-31 02,7071 -64 02,0304";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC25 ";"2018-01-16 10:15:59";;;0;"SIN DEF ";"-31 02,5176 -64 02,2571";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" X019 ";"2018-01-16 10:15:25";;;0;"SIN DEF ";"-31 02,4094 -64 02,3831";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC23 ";"2018-01-16 10:14:51";;;0;"SIN DEF ";"-31 02,1265 -64 02,7141";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC22 ";"2018-01-16 10:14:29";;;0;"SIN DEF ";"-31 01,9262 -64 02,9471";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC20 ";"2018-01-16 10:13:30";;;0;"SIN DEF ";"-31 01,5200 -64 03,4212";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:13:09";1901-134255;$17,00;0;"Cnia Caroya ";"-31 01,5162 -64 03,4262";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC18 ";"2018-01-16 10:12:29";;;0;"SIN DEF ";"-31 01,3556 -64 03,6138";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC17 ";"2018-01-16 10:10:18";;;0;"SIN DEF ";"-31 01,2215 -64 03,7697";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC16 ";"2018-01-16 10:09:10";;;0;"SIN DEF ";"-31 01,0628 -64 03,9546";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC15 ";"2018-01-16 10:08:46";;;0;"SIN DEF ";"-31 00,9540 -64 04,0818";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC14 ";"2018-01-16 10:07:59";;;0;"SIN DEF ";"-31 00,8010 -64 04,2596";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC13 ";"2018-01-16 10:07:36";;;0;"SIN DEF ";"-31 00,6660 -64 04,4152";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC12 ";"2018-01-16 10:07:14";;;0;"SIN DEF ";"-31 00,5154 -64 04,5922";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC11 ";"2018-01-16 10:06:47";;;0;"SIN DEF ";"-31 00,3679 -64 04,7639";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC10 ";"2018-01-16 10:06:16";;;0;"SIN DEF ";"-31 00,2273 -64 04,9297";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC09 ";"2018-01-16 10:05:27";;;0;"SIN DEF ";"-31 00,1080 -64 05,0679";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC08 ";"2018-01-16 10:04:59";;;0;"SIN DEF ";"-30 59,9611 -64 05,2394";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC07 ";"2018-01-16 10:04:20";;;0;"SIN DEF ";"-30 59,8201 -64 05,4052";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Control de Paso";" CC06 ";"2018-01-16 10:02:48";;;0;"SIN DEF ";"-30 59,6758 -64 05,5749";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";Venta;"EFECTIVO  ";"2018-01-16 10:01:09";1901-134254;$17,00;0;"Cnia Caroya ";"-30 59,5328 -64 05,7440";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;1;
"Cnia Caroya (14)";"Control de Paso";" CC05 ";"2018-01-16 10:01:44";;;0;"SIN DEF ";"-30 59,5314 -64 05,7459";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Cnia Caroya (14)";"Cambio Localidad GPS";"  ";"2018-01-16 10:01:33";;;0;"SIN DEF ";"-30 59,5003 -64 05,7811";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Jesus Maria (13)";"Control de Paso";" CC04 ";"2018-01-16 10:00:06";;;0;"SIN DEF ";"-30 59,3815 -64 05,9197";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
"Jesus Maria (13)";"Salida de Terminal";"  ";"2018-01-16 09:56:59";;;0;"SIN DEF ";"-30 58,8441 -64 05,7064";A;2183;1900;5103;2018-01-16-10:10:00;"Cnia Caroya (14)";8176;I;334;;;
